,open,high,low,close,volume,value
2023-07-28 09:00:00,37877000.0,37916000.0,37850000.0,37855000.0,67.82413691,2568575568.00878
2023-07-28 09:05:00,37855000.0,37921000.0,37851000.0,37918000.0,48.70395884,1844396209.93665
2023-07-28 09:10:00,37918000.0,37950000.0,37891000.0,37942000.0,17.532479,664815405.0026
2023-07-28 09:15:00,37945000.0,37945000.0,37880000.0,37913000.0,16.42454877,622848248.76583
2023-07-28 09:20:00,37913000.0,37916000.0,37852000.0,37853000.0,40.85497306,1547540833.28299
2023-07-28 09:25:00,37853000.0,37890000.0,37824000.0,37827000.0,58.61316746,2218401702.3075
2023-07-28 09:30:00,37853000.0,37864000.0,37800000.0,37800000.0,65.86688243,2490926944.06494
2023-07-28 09:35:00,37801000.0,37839000.0,37780000.0,37780000.0,64.68599823,2445005618.2012
2023-07-28 09:40:00,37819000.0,37847000.0,37767000.0,37795000.0,73.44743117,2775398888.59056
2023-07-28 09:45:00,37797000.0,37895000.0,37792000.0,37840000.0,58.49301624,2213013146.23395
2023-07-28 09:50:00,37840000.0,37895000.0,37817000.0,37893000.0,17.14820814,649417689.93081
2023-07-28 09:55:00,37900000.0,37926000.0,37890000.0,37899000.0,16.49331696,625239499.38616
2023-07-28 10:00:00,37899000.0,37927000.0,37878000.0,37907000.0,15.13744418,573702543.98643
2023-07-28 10:05:00,37925000.0,37942000.0,37906000.0,37942000.0,19.11226679,724957340.33784
2023-07-28 10:10:00,37936000.0,37947000.0,37918000.0,37925000.0,16.61301863,630139162.61167
2023-07-28 10:15:00,37923000.0,37956000.0,37917000.0,37949000.0,12.71126697,482185378.27886
2023-07-28 10:20:00,37949000.0,37976000.0,37949000.0,37959000.0,10.17744036,386347033.47631
2023-07-28 10:25:00,37959000.0,37981000.0,37939000.0,37952000.0,6.7642709,256741288.4034
2023-07-28 10:30:00,37947000.0,37975000.0,37940000.0,37966000.0,7.95162853,301830209.02671
2023-07-28 10:35:00,37952000.0,37992000.0,37952000.0,37982000.0,6.95462744,264128635.47246
2023-07-28 10:40:00,37982000.0,37992000.0,37966000.0,37967000.0,7.75437229,294501134.04253
2023-07-28 10:45:00,37967000.0,37972000.0,37920000.0,37920000.0,12.09060406,458759666.89075
2023-07-28 10:50:00,37920000.0,37960000.0,37892000.0,37912000.0,24.01109237,910349002.16783
2023-07-28 10:55:00,37904000.0,37912000.0,37870000.0,37884000.0,17.25812585,653770953.51656
2023-07-28 11:00:00,37884000.0,37908000.0,37857000.0,37859000.0,17.15518173,649671373.56478
2023-07-28 11:05:00,37859000.0,37885000.0,37831000.0,37834000.0,17.07336733,646237584.41253
2023-07-28 11:10:00,37834000.0,37864000.0,37832000.0,37846000.0,9.33214005,353237207.62254
2023-07-28 11:15:00,37846000.0,37865000.0,37818000.0,37825000.0,12.07377493,456814191.30915
2023-07-28 11:20:00,37820000.0,37830000.0,37801000.0,37804000.0,21.23742873,803024263.47908
2023-07-28 11:25:00,37823000.0,37824000.0,37804000.0,37806000.0,10.96047193,414410503.73925
2023-07-28 11:30:00,37810000.0,37865000.0,37800000.0,37821000.0,60.54436456,2290963929.68162
2023-07-28 11:35:00,37821000.0,37854000.0,37805000.0,37822000.0,26.47882876,1001803133.01216
2023-07-28 11:40:00,37845000.0,37845000.0,37788000.0,37841000.0,47.97564278,1814116478.61203
2023-07-28 11:45:00,37841000.0,37858000.0,37811000.0,37843000.0,25.97552403,982434909.98988
2023-07-28 11:50:00,37856000.0,37859000.0,37817000.0,37817000.0,19.91017685,753281826.91359
2023-07-28 11:55:00,37859000.0,37865000.0,37811000.0,37835000.0,10.46776774,395951720.31143
2023-07-28 12:00:00,37861000.0,37875000.0,37828000.0,37875000.0,15.2398178,576926814.80835
2023-07-28 12:05:00,37875000.0,37890000.0,37838000.0,37877000.0,13.51084771,511751371.11353
2023-07-28 12:10:00,37878000.0,37897000.0,37876000.0,37878000.0,12.06278291,457014783.37277
2023-07-28 12:15:00,37878000.0,37880000.0,37839000.0,37875000.0,6.48205959,245421224.21214
2023-07-28 12:20:00,37879000.0,37902000.0,37846000.0,37889000.0,13.11329039,496894953.55938
2023-07-28 12:25:00,37889000.0,37932000.0,37863000.0,37932000.0,18.17358972,688919138.73647
2023-07-28 12:30:00,37932000.0,37950000.0,37918000.0,37934000.0,17.26453572,654964830.47742
